location,datetime,latitude,longitude,chickenpox
BEKES,2006-04-10,46.7704,21.1367,41
BEKES,2006-04-17,46.7704,21.1367,75
BEKES,2006-04-24,46.7704,21.1367,44
BEKES,2006-05-01,46.7704,21.1367,52
BEKES,2006-05-08,46.7704,21.1367,31
BEKES,2006-05-15,46.7704,21.1367,39
BEKES,2006-05-22,46.7704,21.1367,14
BEKES,2006-05-29,46.7704,21.1367,106
BEKES,2006-06-05,46.7704,21.1367,23
BEKES,2006-06-12,46.7704,21.1367,47
BEKES,2006-06-19,46.7704,21.1367,23
BEKES,2006-06-26,46.7704,21.1367,43
BEKES,2006-07-03,46.7704,21.1367,5
BEKES,2006-07-10,46.7704,21.1367,6
BEKES,2006-07-17,46.7704,21.1367,12
BEKES,2006-07-24,46.7704,21.1367,4
BEKES,2006-07-31,46.7704,21.1367,4
BEKES,2006-08-07,46.7704,21.1367,4
BEKES,2006-08-14,46.7704,21.1367,4
BEKES,2006-08-21,46.7704,21.1367,8
BEKES,2006-08-28,46.7704,21.1367,2
BEKES,2006-09-04,46.7704,21.1367,4
BEKES,2006-09-11,46.7704,21.1367,5
BEKES,2006-09-18,46.7704,21.1367,1
BEKES,2006-09-25,46.7704,21.1367,5
BEKES,2006-10-02,46.7704,21.1367,11
BEKES,2006-10-09,46.7704,21.1367,3
BEKES,2006-10-16,46.7704,21.1367,6
BEKES,2006-10-23,46.7704,21.1367,7
BEKES,2006-10-30,46.7704,21.1367,8
BEKES,2006-11-06,46.7704,21.1367,21
BEKES,2006-11-13,46.7704,21.1367,18
BEKES,2006-11-20,46.7704,21.1367,20
BEKES,2006-11-27,46.7704,21.1367,25
BEKES,2006-12-04,46.7704,21.1367,24
BEKES,2006-12-11,46.7704,21.1367,34
BEKES,2006-12-18,46.7704,21.1367,33
BEKES,2006-12-25,46.7704,21.1367,46
BEKES,2007-01-01,46.7704,21.1367,76
BEKES,2007-01-08,46.7704,21.1367,35
BEKES,2007-01-15,46.7704,21.1367,93
BEKES,2007-01-22,46.7704,21.1367,125
BEKES,2007-01-29,46.7704,21.1367,155
BEKES,2007-02-05,46.7704,21.1367,75
BEKES,2007-02-12,46.7704,21.1367,114
BEKES,2007-02-19,46.7704,21.1367,117
BEKES,2007-02-26,46.7704,21.1367,87
BEKES,2007-03-05,46.7704,21.1367,86
BEKES,2007-03-12,46.7704,21.1367,64
BEKES,2007-03-19,46.7704,21.1367,140
BEKES,2007-03-26,46.7704,21.1367,163
BEKES,2007-04-02,46.7704,21.1367,66
BEKES,2007-04-09,46.7704,21.1367,58
BEKES,2007-04-16,46.7704,21.1367,84
BEKES,2007-04-23,46.7704,21.1367,111
BEKES,2007-04-30,46.7704,21.1367,23
BEKES,2007-05-07,46.7704,21.1367,53
BEKES,2007-05-14,46.7704,21.1367,61
BEKES,2007-05-21,46.7704,21.1367,87
BEKES,2007-05-28,46.7704,21.1367,76
BEKES,2007-06-04,46.7704,21.1367,62
BEKES,2007-06-11,46.7704,21.1367,80
BEKES,2007-06-18,46.7704,21.1367,18
BEKES,2007-06-25,46.7704,21.1367,16
BEKES,2007-07-02,46.7704,21.1367,29
BEKES,2007-07-09,46.7704,21.1367,27
BEKES,2007-07-16,46.7704,21.1367,90
BEKES,2007-07-23,46.7704,21.1367,2
BEKES,2007-07-30,46.7704,21.1367,3
BEKES,2007-08-06,46.7704,21.1367,2
BEKES,2007-08-13,46.7704,21.1367,0
BEKES,2007-08-20,46.7704,21.1367,3
BEKES,2007-08-27,46.7704,21.1367,1
BEKES,2007-09-03,46.7704,21.1367,2
BEKES,2007-09-10,46.7704,21.1367,2
BEKES,2007-09-17,46.7704,21.1367,1
BEKES,2007-09-24,46.7704,21.1367,2
BEKES,2007-10-01,46.7704,21.1367,11
BEKES,2007-10-08,46.7704,21.1367,12
BEKES,2007-10-15,46.7704,21.1367,19
BEKES,2007-10-22,46.7704,21.1367,13
BEKES,2007-10-29,46.7704,21.1367,20
BEKES,2007-11-05,46.7704,21.1367,37
BEKES,2007-11-12,46.7704,21.1367,41
BEKES,2007-11-19,46.7704,21.1367,37
BEKES,2007-11-26,46.7704,21.1367,37
BEKES,2007-12-03,46.7704,21.1367,33
BEKES,2007-12-10,46.7704,21.1367,30
BEKES,2007-12-17,46.7704,21.1367,60
BEKES,2007-12-24,46.7704,21.1367,3
BEKES,2007-12-31,46.7704,21.1367,138
BEKES,2008-01-07,46.7704,21.1367,86
BEKES,2008-01-14,46.7704,21.1367,57
BEKES,2008-01-21,46.7704,21.1367,94
BEKES,2008-01-28,46.7704,21.1367,129
BEKES,2008-02-04,46.7704,21.1367,50
BEKES,2008-02-11,46.7704,21.1367,12
BEKES,2008-02-18,46.7704,21.1367,9
BEKES,2008-02-25,46.7704,21.1367,8
BEKES,2008-03-03,46.7704,21.1367,21
BEKES,2008-03-10,46.7704,21.1367,105
BEKES,2008-03-17,46.7704,21.1367,34
BEKES,2008-03-24,46.7704,21.1367,18
BEKES,2008-03-31,46.7704,21.1367,71
BEKES,2008-04-07,46.7704,21.1367,37
BEKES,2008-04-14,46.7704,21.1367,58
BEKES,2008-04-21,46.7704,21.1367,47
BEKES,2008-04-28,46.7704,21.1367,31
BEKES,2008-05-05,46.7704,21.1367,57
BEKES,2008-05-12,46.7704,21.1367,35
BEKES,2008-05-19,46.7704,21.1367,59
BEKES,2008-05-26,46.7704,21.1367,24
BEKES,2008-06-02,46.7704,21.1367,66
BEKES,2008-06-09,46.7704,21.1367,12
BEKES,2008-06-16,46.7704,21.1367,30
BEKES,2008-06-23,46.7704,21.1367,11
BEKES,2008-06-30,46.7704,21.1367,0
BEKES,2008-07-07,46.7704,21.1367,18
BEKES,2008-07-14,46.7704,21.1367,13
BEKES,2008-07-21,46.7704,21.1367,7
BEKES,2008-07-28,46.7704,21.1367,0
BEKES,2008-08-04,46.7704,21.1367,2
BEKES,2008-08-11,46.7704,21.1367,6
BEKES,2008-08-18,46.7704,21.1367,1
BEKES,2008-08-25,46.7704,21.1367,1
BEKES,2008-09-01,46.7704,21.1367,4
BEKES,2008-09-08,46.7704,21.1367,2
BEKES,2008-09-15,46.7704,21.1367,1
BEKES,2008-09-22,46.7704,21.1367,3
BEKES,2008-09-29,46.7704,21.1367,0
BEKES,2008-10-06,46.7704,21.1367,10
BEKES,2008-10-13,46.7704,21.1367,16
BEKES,2008-10-20,46.7704,21.1367,3
BEKES,2008-10-27,46.7704,21.1367,11
BEKES,2008-11-03,46.7704,21.1367,4
BEKES,2008-11-10,46.7704,21.1367,24
BEKES,2008-11-17,46.7704,21.1367,4
BEKES,2008-11-24,46.7704,21.1367,34
BEKES,2008-12-01,46.7704,21.1367,19
BEKES,2008-12-08,46.7704,21.1367,42
BEKES,2008-12-15,46.7704,21.1367,37
BEKES,2008-12-22,46.7704,21.1367,20
BEKES,2008-12-29,46.7704,21.1367,8
BEKES,2009-01-05,46.7704,21.1367,57
BEKES,2009-01-12,46.7704,21.1367,44
BEKES,2009-01-19,46.7704,21.1367,9
BEKES,2009-01-26,46.7704,21.1367,53
BEKES,2009-02-02,46.7704,21.1367,23
BEKES,2009-02-09,46.7704,21.1367,25
BEKES,2009-02-16,46.7704,21.1367,57
BEKES,2009-02-23,46.7704,21.1367,75
BEKES,2009-03-02,46.7704,21.1367,35
BEKES,2009-03-09,46.7704,21.1367,64
BEKES,2009-03-16,46.7704,21.1367,65
BEKES,2009-03-23,46.7704,21.1367,34
BEKES,2009-03-30,46.7704,21.1367,29
BEKES,2009-04-06,46.7704,21.1367,16
BEKES,2009-04-13,46.7704,21.1367,39
BEKES,2009-04-20,46.7704,21.1367,74
BEKES,2009-04-27,46.7704,21.1367,38
BEKES,2009-05-04,46.7704,21.1367,59
BEKES,2009-05-11,46.7704,21.1367,56
BEKES,2009-05-18,46.7704,21.1367,68
BEKES,2009-05-25,46.7704,21.1367,47
BEKES,2009-06-01,46.7704,21.1367,46
BEKES,2009-06-08,46.7704,21.1367,55
BEKES,2009-06-15,46.7704,21.1367,59
BEKES,2009-06-22,46.7704,21.1367,39
BEKES,2009-06-29,46.7704,21.1367,15
BEKES,2009-07-06,46.7704,21.1367,14
BEKES,2009-07-13,46.7704,21.1367,21
BEKES,2009-07-20,46.7704,21.1367,4
BEKES,2009-07-27,46.7704,21.1367,19
BEKES,2009-08-03,46.7704,21.1367,3
BEKES,2009-08-10,46.7704,21.1367,4
BEKES,2009-08-17,46.7704,21.1367,3
BEKES,2009-08-24,46.7704,21.1367,3
BEKES,2009-08-31,46.7704,21.1367,5
BEKES,2009-09-07,46.7704,21.1367,1
BEKES,2009-09-14,46.7704,21.1367,2
BEKES,2009-09-21,46.7704,21.1367,1
BEKES,2009-09-28,46.7704,21.1367,0
BEKES,2009-10-05,46.7704,21.1367,1
BEKES,2009-10-12,46.7704,21.1367,3
BEKES,2009-10-19,46.7704,21.1367,3
BEKES,2009-10-26,46.7704,21.1367,13
BEKES,2009-11-02,46.7704,21.1367,24
BEKES,2009-11-09,46.7704,21.1367,10
BEKES,2009-11-16,46.7704,21.1367,13
BEKES,2009-11-23,46.7704,21.1367,14
BEKES,2009-11-30,46.7704,21.1367,20
BEKES,2009-12-07,46.7704,21.1367,11
BEKES,2009-12-14,46.7704,21.1367,12
BEKES,2009-12-21,46.7704,21.1367,11
BEKES,2009-12-28,46.7704,21.1367,13
BEKES,2010-01-04,46.7704,21.1367,6
BEKES,2010-01-11,46.7704,21.1367,11
BEKES,2010-01-18,46.7704,21.1367,11
BEKES,2010-01-25,46.7704,21.1367,3
BEKES,2010-02-01,46.7704,21.1367,12
BEKES,2010-02-08,46.7704,21.1367,12
BEKES,2010-02-15,46.7704,21.1367,9
BEKES,2010-02-22,46.7704,21.1367,13
BEKES,2010-03-01,46.7704,21.1367,15
BEKES,2010-03-08,46.7704,21.1367,13
BEKES,2010-03-15,46.7704,21.1367,17
BEKES,2010-03-22,46.7704,21.1367,16
BEKES,2010-03-29,46.7704,21.1367,11
BEKES,2010-04-05,46.7704,21.1367,17
BEKES,2010-04-12,46.7704,21.1367,28
BEKES,2010-04-19,46.7704,21.1367,17
BEKES,2010-04-26,46.7704,21.1367,18
BEKES,2010-05-03,46.7704,21.1367,4
BEKES,2010-05-10,46.7704,21.1367,27
BEKES,2010-05-17,46.7704,21.1367,25
BEKES,2010-05-24,46.7704,21.1367,17
BEKES,2010-05-31,46.7704,21.1367,11
BEKES,2010-06-07,46.7704,21.1367,8
BEKES,2010-06-14,46.7704,21.1367,25
BEKES,2010-06-21,46.7704,21.1367,17
BEKES,2010-06-28,46.7704,21.1367,12
BEKES,2010-07-05,46.7704,21.1367,21
BEKES,2010-07-12,46.7704,21.1367,8
BEKES,2010-07-19,46.7704,21.1367,4
BEKES,2010-07-26,46.7704,21.1367,2
BEKES,2010-08-02,46.7704,21.1367,2
BEKES,2010-08-09,46.7704,21.1367,0
BEKES,2010-08-16,46.7704,21.1367,2
BEKES,2010-08-23,46.7704,21.1367,5
BEKES,2010-08-30,46.7704,21.1367,1
BEKES,2010-09-06,46.7704,21.1367,1
BEKES,2010-09-13,46.7704,21.1367,1
BEKES,2010-09-20,46.7704,21.1367,2
BEKES,2010-09-27,46.7704,21.1367,3
BEKES,2010-10-04,46.7704,21.1367,5
BEKES,2010-10-11,46.7704,21.1367,5
BEKES,2010-10-18,46.7704,21.1367,18
BEKES,2010-10-25,46.7704,21.1367,45
BEKES,2010-11-01,46.7704,21.1367,12
BEKES,2010-11-08,46.7704,21.1367,36
BEKES,2010-11-15,46.7704,21.1367,30
BEKES,2010-11-22,46.7704,21.1367,61
BEKES,2010-11-29,46.7704,21.1367,86
BEKES,2010-12-06,46.7704,21.1367,24
BEKES,2010-12-13,46.7704,21.1367,46
BEKES,2010-12-20,46.7704,21.1367,78
BEKES,2010-12-27,46.7704,21.1367,28
BEKES,2011-01-03,46.7704,21.1367,26
BEKES,2011-01-10,46.7704,21.1367,149
BEKES,2011-01-17,46.7704,21.1367,95
BEKES,2011-01-24,46.7704,21.1367,34
BEKES,2011-01-31,46.7704,21.1367,76
BEKES,2011-02-07,46.7704,21.1367,47
BEKES,2011-02-14,46.7704,21.1367,76
BEKES,2011-02-21,46.7704,21.1367,102
BEKES,2011-02-28,46.7704,21.1367,44
BEKES,2011-03-07,46.7704,21.1367,55
BEKES,2011-03-14,46.7704,21.1367,37
BEKES,2011-03-21,46.7704,21.1367,43
BEKES,2011-03-28,46.7704,21.1367,54
BEKES,2011-04-04,46.7704,21.1367,42
BEKES,2011-04-11,46.7704,21.1367,38
BEKES,2011-04-18,46.7704,21.1367,37
BEKES,2011-04-25,46.7704,21.1367,73
BEKES,2011-05-02,46.7704,21.1367,33
BEKES,2011-05-09,46.7704,21.1367,53
BEKES,2011-05-16,46.7704,21.1367,31
BEKES,2011-05-23,46.7704,21.1367,49
BEKES,2011-05-30,46.7704,21.1367,33
BEKES,2011-06-06,46.7704,21.1367,45
BEKES,2011-06-13,46.7704,21.1367,47
BEKES,2011-06-20,46.7704,21.1367,37
BEKES,2011-06-27,46.7704,21.1367,7
BEKES,2011-07-04,46.7704,21.1367,7
BEKES,2011-07-11,46.7704,21.1367,5
BEKES,2011-07-18,46.7704,21.1367,2
BEKES,2011-07-25,46.7704,21.1367,0
BEKES,2011-08-01,46.7704,21.1367,0
BEKES,2011-08-08,46.7704,21.1367,1
BEKES,2011-08-15,46.7704,21.1367,0
BEKES,2011-08-22,46.7704,21.1367,2
BEKES,2011-08-29,46.7704,21.1367,1
BEKES,2011-09-05,46.7704,21.1367,1
BEKES,2011-09-12,46.7704,21.1367,1
BEKES,2011-09-19,46.7704,21.1367,2
BEKES,2011-09-26,46.7704,21.1367,2
BEKES,2011-10-03,46.7704,21.1367,0
BEKES,2011-10-10,46.7704,21.1367,2
BEKES,2011-10-17,46.7704,21.1367,7
BEKES,2011-10-24,46.7704,21.1367,1
BEKES,2011-10-31,46.7704,21.1367,3
BEKES,2011-11-07,46.7704,21.1367,1
BEKES,2011-11-14,46.7704,21.1367,0
BEKES,2011-11-21,46.7704,21.1367,28
BEKES,2011-11-28,46.7704,21.1367,5
BEKES,2011-12-05,46.7704,21.1367,12
BEKES,2011-12-12,46.7704,21.1367,19
BEKES,2011-12-19,46.7704,21.1367,11
BEKES,2011-12-26,46.7704,21.1367,1
BEKES,2012-01-02,46.7704,21.1367,12
BEKES,2012-01-09,46.7704,21.1367,11
BEKES,2012-01-16,46.7704,21.1367,11
BEKES,2012-01-23,46.7704,21.1367,16
BEKES,2012-01-30,46.7704,21.1367,8
BEKES,2012-02-06,46.7704,21.1367,16
BEKES,2012-02-13,46.7704,21.1367,7
BEKES,2012-02-20,46.7704,21.1367,4
BEKES,2012-02-27,46.7704,21.1367,3
BEKES,2012-03-05,46.7704,21.1367,1
BEKES,2012-03-12,46.7704,21.1367,7
BEKES,2012-03-19,46.7704,21.1367,6
BEKES,2012-03-26,46.7704,21.1367,3
BEKES,2012-04-02,46.7704,21.1367,3
BEKES,2012-04-09,46.7704,21.1367,2
BEKES,2012-04-16,46.7704,21.1367,15
BEKES,2012-04-23,46.7704,21.1367,5
BEKES,2012-04-30,46.7704,21.1367,2
BEKES,2012-05-07,46.7704,21.1367,8
BEKES,2012-05-14,46.7704,21.1367,14
BEKES,2012-05-21,46.7704,21.1367,21
BEKES,2012-05-28,46.7704,21.1367,8
BEKES,2012-06-04,46.7704,21.1367,3
BEKES,2012-06-11,46.7704,21.1367,3
BEKES,2012-06-18,46.7704,21.1367,9
BEKES,2012-06-25,46.7704,21.1367,3
BEKES,2012-07-02,46.7704,21.1367,5
BEKES,2012-07-09,46.7704,21.1367,2
BEKES,2012-07-16,46.7704,21.1367,12
BEKES,2012-07-23,46.7704,21.1367,9
BEKES,2012-07-30,46.7704,21.1367,20
BEKES,2012-08-06,46.7704,21.1367,6
BEKES,2012-08-13,46.7704,21.1367,9
BEKES,2012-08-20,46.7704,21.1367,0
BEKES,2012-08-27,46.7704,21.1367,1
BEKES,2012-09-03,46.7704,21.1367,6
BEKES,2012-09-10,46.7704,21.1367,1
BEKES,2012-09-17,46.7704,21.1367,0
BEKES,2012-09-24,46.7704,21.1367,2
BEKES,2012-10-01,46.7704,21.1367,0
BEKES,2012-10-08,46.7704,21.1367,3
BEKES,2012-10-15,46.7704,21.1367,10
BEKES,2012-10-22,46.7704,21.1367,30
BEKES,2012-10-29,46.7704,21.1367,21
BEKES,2012-11-05,46.7704,21.1367,32
BEKES,2012-11-12,46.7704,21.1367,34
BEKES,2012-11-19,46.7704,21.1367,25
BEKES,2012-11-26,46.7704,21.1367,59
BEKES,2012-12-03,46.7704,21.1367,24
BEKES,2012-12-10,46.7704,21.1367,54
BEKES,2012-12-17,46.7704,21.1367,22
BEKES,2012-12-24,46.7704,21.1367,25
BEKES,2012-12-31,46.7704,21.1367,35
BORSOD,2005-01-03,48.1,20.7833,169
BORSOD,2005-01-10,48.1,20.7833,200
BORSOD,2005-01-17,48.1,20.7833,93
BORSOD,2005-01-24,48.1,20.7833,46
BORSOD,2005-01-31,48.1,20.7833,103
BORSOD,2005-02-07,48.1,20.7833,189
BORSOD,2005-02-14,48.1,20.7833,148
BORSOD,2005-02-21,48.1,20.7833,140
BORSOD,2005-02-28,48.1,20.7833,90
BORSOD,2005-03-07,48.1,20.7833,167
BORSOD,2005-03-14,48.1,20.7833,99
BORSOD,2005-03-21,48.1,20.7833,215
BORSOD,2005-03-28,48.1,20.7833,51
BORSOD,2005-04-04,48.1,20.7833,152
BORSOD,2005-04-11,48.1,20.7833,103
BORSOD,2005-04-18,48.1,20.7833,84
BORSOD,2005-04-25,48.1,20.7833,111
BORSOD,2005-05-02,48.1,20.7833,48
BORSOD,2005-05-09,48.1,20.7833,129
BORSOD,2005-05-16,48.1,20.7833,135
BORSOD,2005-05-23,48.1,20.7833,84
BORSOD,2005-05-30,48.1,20.7833,93
BORSOD,2005-06-06,48.1,20.7833,104
BORSOD,2005-06-13,48.1,20.7833,61
BORSOD,2005-06-20,48.1,20.7833,147
BORSOD,2005-06-27,48.1,20.7833,85
BORSOD,2005-07-04,48.1,20.7833,69
BORSOD,2005-07-11,48.1,20.7833,36
BORSOD,2005-07-18,48.1,20.7833,29
BORSOD,2005-07-25,48.1,20.7833,17
BORSOD,2005-08-01,48.1,20.7833,6
BORSOD,2005-08-08,48.1,20.7833,1
BORSOD,2005-08-15,48.1,20.7833,4
BORSOD,2005-08-22,48.1,20.7833,5
BORSOD,2005-08-29,48.1,20.7833,2
BORSOD,2005-09-05,48.1,20.7833,19
BORSOD,2005-09-12,48.1,20.7833,1
BORSOD,2005-09-19,48.1,20.7833,19
BORSOD,2005-09-26,48.1,20.7833,28
BORSOD,2005-10-03,48.1,20.7833,34
BORSOD,2005-10-10,48.1,20.7833,60
BORSOD,2005-10-17,48.1,20.7833,46
BORSOD,2005-10-24,48.1,20.7833,60
BORSOD,2005-10-31,48.1,20.7833,12
BORSOD,2005-11-07,48.1,20.7833,100
BORSOD,2005-11-14,48.1,20.7833,51
BORSOD,2005-11-21,48.1,20.7833,45
BORSOD,2005-11-28,48.1,20.7833,81
BORSOD,2005-12-05,48.1,20.7833,40
BORSOD,2005-12-12,48.1,20.7833,91
BORSOD,2005-12-19,48.1,20.7833,75
BORSOD,2005-12-26,48.1,20.7833,50
BORSOD,2006-01-02,48.1,20.7833,89
BORSOD,2006-01-09,48.1,20.7833,92
BORSOD,2006-01-16,48.1,20.7833,50
BORSOD,2006-01-23,48.1,20.7833,103
BORSOD,2006-01-30,48.1,20.7833,68
BORSOD,2006-02-06,48.1,20.7833,119
BORSOD,2006-02-13,48.1,20.7833,108
BORSOD,2006-02-20,48.1,20.7833,119
BORSOD,2006-02-27,48.1,20.7833,112
BORSOD,2006-03-06,48.1,20.7833,89
BORSOD,2006-03-13,48.1,20.7833,61
BORSOD,2006-03-20,48.1,20.7833,82
BORSOD,2006-03-27,48.1,20.7833,68
BORSOD,2006-04-03,48.1,20.7833,68
BORSOD,2006-04-10,48.1,20.7833,62
BORSOD,2006-04-17,48.1,20.7833,23
BORSOD,2006-04-24,48.1,20.7833,97
BORSOD,2006-05-01,48.1,20.7833,44
BORSOD,2006-05-08,48.1,20.7833,44
BORSOD,2006-05-15,48.1,20.7833,49
BORSOD,2006-05-22,48.1,20.7833,22
BORSOD,2006-05-29,48.1,20.7833,59
BORSOD,2006-06-05,48.1,20.7833,15
BORSOD,2006-06-12,48.1,20.7833,15
BORSOD,2006-06-19,48.1,20.7833,65
BORSOD,2006-06-26,48.1,20.7833,8
BORSOD,2006-07-03,48.1,20.7833,50
BORSOD,2006-07-10,48.1,20.7833,28
BORSOD,2006-07-17,48.1,20.7833,17
BORSOD,2006-07-24,48.1,20.7833,8
BORSOD,2006-07-31,48.1,20.7833,4
BORSOD,2006-08-07,48.1,20.7833,6
BORSOD,2006-08-14,48.1,20.7833,5
BORSOD,2006-08-21,48.1,20.7833,3
BORSOD,2006-08-28,48.1,20.7833,2
BORSOD,2006-09-04,48.1,20.7833,1
BORSOD,2006-09-11,48.1,20.7833,4
BORSOD,2006-09-18,48.1,20.7833,3
BORSOD,2006-09-25,48.1,20.7833,12
BORSOD,2006-10-02,48.1,20.7833,11
BORSOD,2006-10-09,48.1,20.7833,16
BORSOD,2006-10-16,48.1,20.7833,24
BORSOD,2006-10-23,48.1,20.7833,16
BORSOD,2006-10-30,48.1,20.7833,6
BORSOD,2006-11-06,48.1,20.7833,39
BORSOD,2006-11-13,48.1,20.7833,33
BORSOD,2006-11-20,48.1,20.7833,39
BORSOD,2006-11-27,48.1,20.7833,10
BORSOD,2006-12-04,48.1,20.7833,37
BORSOD,2006-12-11,48.1,20.7833,22
BORSOD,2006-12-18,48.1,20.7833,31
BORSOD,2006-12-25,48.1,20.7833,15
BORSOD,2007-01-01,48.1,20.7833,25
BORSOD,2007-01-08,48.1,20.7833,61
BORSOD,2007-01-15,48.1,20.7833,160
BORSOD,2007-01-22,48.1,20.7833,44
BORSOD,2007-01-29,48.1,20.7833,71
BORSOD,2007-02-05,48.1,20.7833,125
BORSOD,2007-02-12,48.1,20.7833,52
BORSOD,2007-02-19,48.1,20.7833,144
BORSOD,2007-02-26,48.1,20.7833,96
BORSOD,2007-03-05,48.1,20.7833,107
BORSOD,2007-03-12,48.1,20.7833,110
BORSOD,2007-03-19,48.1,20.7833,72
BORSOD,2007-03-26,48.1,20.7833,96
BORSOD,2007-04-02,48.1,20.7833,138
BORSOD,2007-04-09,48.1,20.7833,114
BORSOD,2007-04-16,48.1,20.7833,284
BORSOD,2007-04-23,48.1,20.7833,157
BORSOD,2007-04-30,48.1,20.7833,88
BORSOD,2007-05-07,48.1,20.7833,23
BORSOD,2007-05-14,48.1,20.7833,93
BORSOD,2007-05-21,48.1,20.7833,174
BORSOD,2007-05-28,48.1,20.7833,82
BORSOD,2007-06-04,48.1,20.7833,161
BORSOD,2007-06-11,48.1,20.7833,129
BORSOD,2007-06-18,48.1,20.7833,34
BORSOD,2007-06-25,48.1,20.7833,68
BORSOD,2007-07-02,48.1,20.7833,80
BORSOD,2007-07-09,48.1,20.7833,33
BORSOD,2007-07-16,48.1,20.7833,33
BORSOD,2007-07-23,48.1,20.7833,30
BORSOD,2007-07-30,48.1,20.7833,14
BORSOD,2007-08-06,48.1,20.7833,7
BORSOD,2007-08-13,48.1,20.7833,21
BORSOD,2007-08-20,48.1,20.7833,4
BORSOD,2007-08-27,48.1,20.7833,8
BORSOD,2007-09-03,48.1,20.7833,14
BORSOD,2007-09-10,48.1,20.7833,3
BORSOD,2007-09-17,48.1,20.7833,5
BORSOD,2007-09-24,48.1,20.7833,8
BORSOD,2007-10-01,48.1,20.7833,11
BORSOD,2007-10-08,48.1,20.7833,38
BORSOD,2007-10-15,48.1,20.7833,50
BORSOD,2007-10-22,48.1,20.7833,20
BORSOD,2007-10-29,48.1,20.7833,25
BORSOD,2007-11-05,48.1,20.7833,63
BORSOD,2007-11-12,48.1,20.7833,49
BORSOD,2007-11-19,48.1,20.7833,70
BORSOD,2007-11-26,48.1,20.7833,74
BORSOD,2007-12-03,48.1,20.7833,54
BORSOD,2007-12-10,48.1,20.7833,51
BORSOD,2007-12-17,48.1,20.7833,82
BORSOD,2007-12-24,48.1,20.7833,34
BORSOD,2007-12-31,48.1,20.7833,126
BORSOD,2008-01-07,48.1,20.7833,143
BORSOD,2008-01-14,48.1,20.7833,202
BORSOD,2008-01-21,48.1,20.7833,209
BORSOD,2008-01-28,48.1,20.7833,61
BORSOD,2008-02-04,48.1,20.7833,104
BORSOD,2008-02-11,48.1,20.7833,62
BORSOD,2008-02-18,48.1,20.7833,66
BORSOD,2008-02-25,48.1,20.7833,76
BORSOD,2008-03-03,48.1,20.7833,85
BORSOD,2008-03-10,48.1,20.7833,78
BORSOD,2008-03-17,48.1,20.7833,55
BORSOD,2008-03-24,48.1,20.7833,127
BORSOD,2008-03-31,48.1,20.7833,64
BORSOD,2008-04-07,48.1,20.7833,42
BORSOD,2008-04-14,48.1,20.7833,119
BORSOD,2008-04-21,48.1,20.7833,101
BORSOD,2008-04-28,48.1,20.7833,36
BORSOD,2008-05-05,48.1,20.7833,108
BORSOD,2008-05-12,48.1,20.7833,64
BORSOD,2008-05-19,48.1,20.7833,91
BORSOD,2008-05-26,48.1,20.7833,55
BORSOD,2008-06-02,48.1,20.7833,127
BORSOD,2008-06-09,48.1,20.7833,70
BORSOD,2008-06-16,48.1,20.7833,56
BORSOD,2008-06-23,48.1,20.7833,69
BORSOD,2008-06-30,48.1,20.7833,21
BORSOD,2008-07-07,48.1,20.7833,13
BORSOD,2008-07-14,48.1,20.7833,36
BORSOD,2008-07-21,48.1,20.7833,18
BORSOD,2008-07-28,48.1,20.7833,8
BORSOD,2008-08-04,48.1,20.7833,11
BORSOD,2008-08-11,48.1,20.7833,13
BORSOD,2008-08-18,48.1,20.7833,4
BORSOD,2008-08-25,48.1,20.7833,6
BORSOD,2008-09-01,48.1,20.7833,2
BORSOD,2008-09-08,48.1,20.7833,4
BORSOD,2008-09-15,48.1,20.7833,6
BORSOD,2008-09-22,48.1,20.7833,7
BORSOD,2008-09-29,48.1,20.7833,21
BORSOD,2008-10-06,48.1,20.7833,33
BORSOD,2008-10-13,48.1,20.7833,53
BORSOD,2008-10-20,48.1,20.7833,3
BORSOD,2008-10-27,48.1,20.7833,41
BORSOD,2008-11-03,48.1,20.7833,45
BORSOD,2008-11-10,48.1,20.7833,52
BORSOD,2008-11-17,48.1,20.7833,39
BORSOD,2008-11-24,48.1,20.7833,56
BORSOD,2008-12-01,48.1,20.7833,34
BORSOD,2008-12-08,48.1,20.7833,108
BORSOD,2008-12-15,48.1,20.7833,65
BORSOD,2008-12-22,48.1,20.7833,14
BORSOD,2008-12-29,48.1,20.7833,32
BORSOD,2009-01-05,48.1,20.7833,69
BORSOD,2009-01-12,48.1,20.7833,355
BORSOD,2009-01-19,48.1,20.7833,112
BORSOD,2009-01-26,48.1,20.7833,100
BORSOD,2009-02-02,48.1,20.7833,71
BORSOD,2009-02-09,48.1,20.7833,64
BORSOD,2009-02-16,48.1,20.7833,74
BORSOD,2009-02-23,48.1,20.7833,71
BORSOD,2009-03-02,48.1,20.7833,97
BORSOD,2009-03-09,48.1,20.7833,125
BORSOD,2009-03-16,48.1,20.7833,67
BORSOD,2009-03-23,48.1,20.7833,65
BORSOD,2009-03-30,48.1,20.7833,55
BORSOD,2009-04-06,48.1,20.7833,74
BORSOD,2009-04-13,48.1,20.7833,219
BORSOD,2009-04-20,48.1,20.7833,156
BORSOD,2009-04-27,48.1,20.7833,73
BORSOD,2009-05-04,48.1,20.7833,96
BORSOD,2009-05-11,48.1,20.7833,114
BORSOD,2009-05-18,48.1,20.7833,69
BORSOD,2009-05-25,48.1,20.7833,123
